id,imdb_id,title,original_title,overview,tagline,status,runtime,release_date,budget,revenue,popularity,vote_average,vote_count,genres,production_companies,production_countries,spoken_languages,homepage,adult,original_language,belongs_to_collection,poster_path,backdrop_path
3024,tt0062908,The Strange Case of Dr. Jekyll and Mr. Hyde,The Strange Case of Dr. Jekyll and Mr. Hyde,"In this Dan Curtis production of the Robert Louis Stevenson classic, Jack Palance stars as Dr. Henry Jekyll, a scientist experimenting to reveal the hidden, dark side of man, who, in the process of his experiment, releases a murderer from within himself.",Robert Louis Stevenson's The Strange Case of Dr. Jekyll and Mr. Hyde.,Released,120,01/07/1968,900000,0,1.3055,6.25,12,"Thriller, TV Movie, Horror","Dan Curtis Productions, CBC","Canada, United States of America",English,,FALSE,en,,/2f148sTeER6uMIU3kmr4BJylVdq.jpg,/8n27EVQ1nbEcMq1dt2OVYmAeKRd.jpg
3025,tt0054416,The Two Faces of Dr. Jekyll,The Two Faces of Dr. Jekyll,"After a series of scientific experiments directed towards freeing the inner man and controlling human personalities, the kindly, generous Dr Henry Jekyll succeeds in freeing his own alter ego, Edward Hyde, a sadistic, evil creature whose pleasure is murder.",LIKE NOTHING YOU HAVE EVER SEEN!,Released,88,10/24/1960,0,0,0.976,6.1,120,"Horror, Science Fiction",Hammer Film Productions,United Kingdom,English,,FALSE,en,,/sPhV0P8L1stGYLWtnQOAYYv031q.jpg,/6trIEq8wjlfDBUkJmpTzt8f2yB1.jpg
3026,tt0053348,Experiment in Evil,Le Testament du docteur Cordelier,"Dr. Cordelier, living in a suburb of Paris, withdraws from society to pursue research into the functioning of the human brain. His lifelong friend, Maֳ®tre Joly, becomes concerned when Cordelier draws up a will that bequeaths his entire estate to a stranger, Monsieur Opale; he cannot understand why Cordelier defends him, considering Opale attacks women and children. After a colleague is killed, Joly confronts Cordelier and discovers the truth behind his friend's behavior.",,Released,95,07/04/1960,0,0,0.7606,6.6,46,"TV Movie, Science Fiction, Horror","Compagnie Jean Renoir, Radio-Tֳ©lֳ©vision Franֳ§aise",France,French,,FALSE,fr,,/9Rlm1ynzU39TGKHdjvGziLVBSWg.jpg,/6hObqW3SO5vzPVRsPwrx3hYZljc.jpg
3027,tt0070002,Dr. Jekyll and Mr. Hyde,Dr. Jekyll and Mr. Hyde,"Musical version of the story in which Dr. Henry Jekyll experiments with scientific means of revealing the hidden, dark side of man and releases a murderer from within himself.",,Released,78,03/07/1973,0,0,1.1933,5.8,6,"Science Fiction, Horror","Bryna Productions, Winters-Rosen, NBC",United States of America,English,,FALSE,en,,/wuu2eV3CgACXGgQ1aM199rROOny.jpg,
3028,tt0084171,Jekyll and Hyde... Together Again,Jekyll and Hyde... Together Again,"While conducting a research experiment intended to bring about an alternative to modern surgery, exhausted Los Angeles surgeon Dr. Daniel Jekyll falls asleep and accidentally inhales the white powders, transforming him into a wildly uninhibited nymphomaniac.",The comedy that examines modern living through chemistry.,Released,87,11/10/1982,0,0,3.9483,5.1,19,"Comedy, Horror, Science Fiction",Paramount Pictures,United States of America,English,,FALSE,en,,/sFlJhatebF8oXnFaMsx7mWJYQoe.jpg,/ijGHbdhjSxZSo9jiH6AZzsnNOL.jpg
3029,tt0021864,The End of the World,La fin du monde,The plot concerns a comet hurling toward Earth on a collision course and the different reactions to people on the impending disaster.,,Released,105,1/23/1931,0,0,0.4712,4.9,16,Science Fiction,L'ֳ‰cran d'Art,France,French,,FALSE,fr,,/vqZAjDdi1mYUdR61WBUpZE12HLf.jpg,/nrycLanWj1avjGEchQj1evoczWo.jpg
3030,tt0075990,End of the World,End of the World,"After witnessing a man's death in a bizarre accident, Father Pergado goes on a spiritual retreat, where he encounters his alien double bent on world conquest.",There is everything to look forward to...except tomorrow,Released,88,08/01/1977,0,0,3.8733,3.7,26,"Fantasy, Thriller, Science Fiction, Horror","Charles Band Productions, Full Moon Features",United States of America,English,,FALSE,en,,/ixPm2F6ddHpVrQvCkNZeKT2sXP0.jpg,/leD5pUm4aTIsSEdXXNhlr8Ko9Aq.jpg
3031,tt0024188,Island of Lost Souls,Island of Lost Souls,"An obsessed scientist conducts profane experiments in evolution, eventually establishing himself as the self-styled demigod to a race of mutated, half-human abominations.",TERROR! Stalked the Brush-Choked Island...Where Men Who Were Animals Sought the Girl Who Was All-Human!,Released,71,12/24/1932,300000,0,2.3437,6.923,246,"Horror, Science Fiction",Paramount Pictures,United States of America,English,,FALSE,en,,/g7K7r1FojQC52YHxfmuXgwYBq5Q.jpg,/61IefEsvLfIu60mp1WWu144hoHN.jpg
3032,tt0092564,Angel in Green,Angel in Green,"While a group of Special Forces train a village to defend itself against Terrorists, the Captain of the group locks horns with the resident America Nun, who seems to be slightly better at everything that he is good at.",,Released,96,9/22/1987,0,0,1.1955,5.2,2,"Action, Drama, TV Movie",,"New Zealand, United States of America",English,,FALSE,en,,/kLE3IPnU5CIZYdxeZinUVZANzS.jpg,
3033,tt0120684,Gods and Monsters,Gods and Monsters,"It's 1957, and James Whale's heyday as the director of ""Frankenstein,"" ""Bride of Frankenstein"" and ""The Invisible Man"" is long behind him. Retired and a semi-recluse, he lives his days accompanied only by images from his past. When his dour housekeeper, Hannah, hires a handsome young gardener, the flamboyant director and simple yard man develop an unlikely friendship, which will change them forever.",A portrait of an outrageous friendship.,Released,105,09/12/1998,10000000,6451628,4.391,7,367,Drama,"Flashpoint, Lions Gate Films, Showtime Networks, BBC Film, Regent Entertainment","United Kingdom, United States of America","English, Hungarian",http://www.godsandmonsters.net/,FALSE,en,,/xhaZ2nKL9VtqfYQ9Ss4Azxc2E3F.jpg,/v1HOjtXoGwQz26fT4elHeNT0JnW.jpg
3034,tt0072431,Young Frankenstein,Young Frankenstein,"A young neurosurgeon inherits the castle of his grandfather, the famous Dr. Victor von Frankenstein. In the castle he finds a funny hunchback, a pretty lab assistant and the elderly housekeeper. Young Frankenstein believes that the work of his grandfather was delusional, but when he discovers the book where the mad doctor described his reanimation experiment, he suddenly changes his mind.",The scariest comedy of all time!,Released,106,12/15/1974,2800000,86273333,6.676,7.87,3187,Comedy,"Crossbow Productions, Gruskoff/Venture Films, Jouer Limited, 20th Century Fox",United States of America,"English, German",,FALSE,en,,/tQJAWbIjvvqVKLLbIZHtwGw2HTf.jpg,/rsI82F7DadIQcrZyPbuwmkhN5ty.jpg
3035,tt0021884,Frankenstein,Frankenstein,"Tampering with life and death, Henry Frankenstein pieces together salvaged body parts to bring a human monster to life; the mad scientist's dreams are shattered by his creation's violent rage as the monster awakens to a world in which he is unwelcome.",THE MAN WHO MADE A MONSTER,Released,70,11/21/1931,291000,12000000,3.0465,7.5,1627,"Drama, Horror, Science Fiction",Universal Pictures,United States of America,"English, Latin",,FALSE,en,Frankenstein (Universal) Collection,/mu6wHwH0IwCCaEYtpqujuPJYat1.jpg,/hZ9f2corJKDz0mp1RD6E7zBOsa0.jpg
3036,tt0109836,Mary Shelley's Frankenstein,Mary Shelley's Frankenstein,"Victor Frankenstein is a promising young doctor who, devastated by the death of his mother during childbirth, becomes obsessed with bringing the dead back to life. His experiments lead to the creation of a monster, which Frankenstein has put together with the remains of corpses. It's not long before Frankenstein regrets his actions.",Be warned.,Released,123,11/04/1994,45000000,112000000,6.8465,6.415,1241,"Drama, Horror, Science Fiction, Romance","American Zoetrope, TriStar Pictures, Japan Satellite Broadcasting, IndieProd Company Productions","Japan, United States of America",English,,FALSE,en,,/bOwCAQsZlEKrwhPi1ejY6BS8jpL.jpg,/3nQ7yQMNPEmaVmiVn7CPalfy49J.jpg
3037,tt0806686,Yella,Yella,"A young East German woman leaves her husband and business partner and relocates to a West German city to start anew as an accountant, but he soon catches up with her.",,Released,90,9/13/2007,3000000,0,1.7452,6.26,96,"Drama, Thriller, Horror","Schramm Film, ZDF, ARTE",Germany,German,http://www.yella-der-film.de/,FALSE,de,,/axC6pBrFc7Y2I6pFzvvte9uRf9x.jpg,/4GeaiLZkVtCDMoPHPsDEXVQSGjB.jpg
3040,tt0403358,Night Watch,׀׀¾ׁ‡׀½׀¾׀¹ ׀´׀¾׀·׀¾ׁ€,"Among normal humans live the ""Others"" possessing various supernatural powers. They are divided up into the forces of light and the forces of the dark, who signed a truce several centuries ago to end a devastating battle. Ever since, the forces of light govern the day while the night belongs to their dark opponents. In modern day Moscow the dark Others actually roam the night as vampires while a ""Night Watch"" of light forces, among them Anton, the movie's protagonist, try to control them and limit their outrage",All that stands between light and darkness is the night watch.,Released,114,07/08/2004,10000000,50336279,2.124,6.244,745,"Fantasy, Action, Thriller","Bazelevs Production, Tabbak, Channel One",Russia,"German, Russian",,FALSE,ru,World of Watches Collection,/mL97T8ehFiihJvQuOsdQlq26eqg.jpg,/2f6La6ZJDIQTNPcn2WSR6qdXy8Q.jpg
3041,tt0474642,In Bed,En la cama,"It all begins at a party in Santiago, Chile, when a seemingly innocent gesture -- the offer of a ride home -- ends in a passionate night of lovemaking and intense conversation for young singles Bruno and Daniela. Shacked up at a flea-bitten motel for a one-night stand, the pair lingers deep into the night, alternating between powerful physical encounters and an ever-deepening emotional connection.",Where you love. Where you betray.,Released,85,08/03/2005,0,0,2.0391,6.222,90,"Romance, Drama, Comedy","Ceneca Producciones, Black Forest Films","Chile, Germany",Spanish,,FALSE,es,,/nl1HMHXqsrTepnO33anCxGjLFxP.jpg,/gkJ1QkZq3KxqoHpEIyoFTRa5Fvx.jpg
3042,tt0106959,Frankenstein,Frankenstein,"In the early 19th century, Dr. Frankenstein discovers the secret of life ג€“ how to create a perfect man ג€“ powerful, intelligent and immune to disease. But something goes wrong in the laboratory and the doctorג€™s hideous creation disappears into the night. At first, Frankenstein hoped that the horrible monster would perish in the wilderness, but now he senses that itג€™s alive and sets out for him. Dr. Frankenstein tracks the creature to the Arctic, where the two must battle to decide who will become the master of the otherג€™s lifeג€¦or death.",,Released,117,12/02/1993,0,0,1.9619,6.7,17,"Horror, Science Fiction, TV Movie",Turner Pictures (I),United Kingdom,English,,FALSE,en,,/osjlYkk2dIJvbOHTwghboKWfl8k.jpg,/9VK9ahBhqG0aKGhohACN465juxp.jpg
3043,tt0071508,Flesh for Frankenstein,Flesh for Frankenstein,"Within the decadent walls of the Frankenstein mansion, the Baron and his depraved assistant Otto have discovered the means of creating new life. As the Baron's laboratory begins to fill up with stitched body parts, the Baroness dallies with the randy new manservant and soon the decadent, permissive household is consumed by an outrageous, bizarre and hilarious combination of death and dismemberment.",We dare you to see...,Released,95,11/30/1973,450000,0,1.3896,5.752,137,Horror,"Braunsberg Productions, Carlo Ponti Cinematografica, C. C. Champion, Rassam Productions, Yanne et Rassam","France, Italy, United States of America","English, French",,FALSE,en,,/9GRNVP3Vny8WRafI1bwsrsf2BC0.jpg,/lFAh7YSNOZJFwMVO31BPpRqHHBM.jpg
3048,tt1020027,The Great Global Warming Swindle,The Great Global Warming Swindle,This film tries to blow the whistle on what it calls the biggest swindle in modern history: 'Man Made Global Warming'. Watch this film and make up your own mind.,,Released,74,03/08/2007,0,0,0.7869,6.4,31,Documentary,Sunfilm Entertainment,United Kingdom,English,http://www.greatglobalwarmingswindle.co.uk/,FALSE,de,,/wxL8AOvegjwMpQfQsftk2qwPBRj.jpg,/vJ8vQcNTB5mvZeTcVTPBvlmRkwQ.jpg
3049,tt0109040,Ace Ventura: Pet Detective,Ace Ventura: Pet Detective,"He's Ace Ventura: Pet Detective. Jim Carrey is on the case to find the Miami Dolphins' missing mascot and quarterback Dan Marino. He goes eyeball to eyeball with a man-eating shark, stakes out the Miami Dolphins and woos and wows the ladies. Whether he's undercover, under fire or underwater, he always gets his manג€¦ or beast!","He's the best there is! (Actually, he's the only one there is.)",Released,86,02/04/1994,15000000,107217396,5.6854,6.567,5935,"Comedy, Mystery, Crime, Adventure","Morgan Creek Entertainment, Warner Bros. Pictures",United States of America,English,,FALSE,en,Ace Ventura Collection,/pqiRuETmuSybfnVZ7qyeoXhQyN1.jpg,/srVFvdl1cT5Da1cvoZZiLjP7I7L.jpg
3050,tt0118998,Doctor Dolittle,Doctor Dolittle,"A successful physician and devoted family man, John Dolittle seems to have the world by the tail, until a long suppressed talent he possessed as a child, the ability to communicate with animals is suddenly reawakened with a vengeance! Now every creature within squawking distance wants the good doctor's advice, unleashing an outrageous chain of events that turns his world upside down!",He doesn't just talk to the animals!,Released,85,6/26/1998,71000000,294500000,8.2882,5.704,3104,"Comedy, Family, Fantasy","20th Century Fox, Davis Entertainment, Joseph M. Singer Entertainment",United States of America,English,,FALSE,en,Dr. Dolittle Collection,/tLrchGMIkdo1KamQJA6fwvDQEy0.jpg,/kqUjxYB209bPN0DpfXZuR9E4ERW.jpg
3051,tt0061634,Eye of the Devil,Eye of the Devil,A French nobleman deserts his wife because of an ancient family secret.,This is the climax in mind-chilling terror!,Released,96,11/18/1966,0,0,2.0024,6.1,56,"Horror, Mystery, Thriller","Filmways Pictures, Metro-Goldwyn-Mayer British Studios, Metro-Goldwyn-Mayer",United Kingdom,English,,FALSE,en,,/u2gck5wHlB37AIGCdvzimYURsiy.jpg,/bXrx6qd0djjDDhoXyH5EvQDLLJS.jpg
3052,tt0061590,Don't Make Waves,Don't Make Waves,"Carlo Cofield vacations to Southern California, where he quickly becomes immersed in the easy-going local culture, getting entangled in two beachside romances.",What the Italians do with a bed... the Americans do with a beach!,Released,97,6/20/1967,0,0,2.9364,5.3,32,Comedy,"Filmways Pictures, Metro-Goldwyn-Mayer",United States of America,"English, Italian",,FALSE,en,,/unfgx9ya4dPEHFfvWqTCEn8shto.jpg,/Aggs56ptPVDIdCf8lOsyfPR8d5M.jpg
3053,tt0061655,The Fearless Vampire Killers,The Fearless Vampire Killers,"A noted professor and his dim-witted apprentice fall prey to their inquiring vampires, while on the trail of the ominous damsel in distress.",Who says Vampires are no laughing matter?,Released,108,11/13/1967,2000000,0,3.5484,6.959,765,"Comedy, Horror","Filmways Pictures, Cadre Films, Metro-Goldwyn-Mayer British Studios, Metro-Goldwyn-Mayer","United Kingdom, United States of America",English,,FALSE,en,,/k49qAxzBqvXd0IS78nZ3tywWgNQ.jpg,/pbCKJTx2YEM0nEVLngSAoxltfCD.jpg
3054,tt0065225,The Wrecking Crew,The Wrecking Crew,"When Count Contini attempts to destroy the world's economy by masterminding the theft of $1 billion in U.S. gold, ICE chief MacDonald summons secret agent Matt Helm to stop him.",Matt Helm Is Alive And Well And Swinging In Copenhagen--So Far!,Released,105,12/30/1968,0,2400000,3.0747,5.6,57,"Action, Comedy","Columbia Pictures, Meadway-Claude Productions Company",United States of America,English,,FALSE,en,Matt Helm Collection,/rvuQCsZBaZ1k254gubEojOz9zss.jpg,/zL3WDqWMaIq7w5QZGsG5a04Gyio.jpg
3055,tt0062430,Valley of the Dolls,Valley of the Dolls,"In New York City, bright but naive New Englander Anne Welles becomes a secretary at a theatrical law firm, where she falls in love with attorney Lyon Burke. Anne befriends up-and-coming singer Neely O'Hara, whose dynamic talent threatens aging star Helen Lawson and beautiful but talentless actress Jennifer North. The women experience success and failure in love and work, leading to heartbreak, addiction and tragedy.","In the Valley of the Dolls, it's instant turn-onג€¦ dolls to put you to sleep at night, kick you awake in the morning, make life seem great ג€“ instant love, instant excitement, ultimate hell!",Released,123,12/27/1967,5000000,50000000,4.6328,6,125,"Drama, Romance","Red Lion, 20th Century Fox",United States of America,English,,FALSE,en,,/sgCqYaLVjudm1BHiaZdYDQXYcDl.jpg,/43kxj1gcewWJNlzqGmPkZXE3fek.jpg
3056,tt0397430,Frankenstein,Frankenstein,An investigation into a serial killer leads two detectives to discover that Dr. Frankenstein and his creature are still alive after two centuries of genetic experiments.,Someone new is playing God.,Released,88,10/09/2004,0,0,2.2061,5,40,"TV Movie, Drama, Horror, Science Fiction, Mystery","LIFT Productions, Flame Television Production",United States of America,English,,FALSE,en,,/gmeccZOjv2l12NM7dTjHXTYHaC4.jpg,/jCGSQaP5Ny6EgCbt0devxd9q7DF.jpg
